startup_name,founded_year,country,industry,fundin_stage,total_funding ($M),employees,annual_revenue ($M),valuation ($B),acquired,IPO,customer_base (M)
Startup_3999,2008,France,FoodTech,Series C,313,1845,640,9.13,Yes,No,50
Startup_4000,2002,Brazil,Healthcare,Series A,358,290,724,15.44,No,No,78
Startup_4001,2005,Germany,Healthcare,Series A,99,4680,980,26.42,No,Yes,49
Startup_4002,2015,Canada,Healthcare,Series C,214,1426,53,48.05,Yes,No,37
Startup_4003,2002,India,E-commerce,Series C,461,1441,366,22.63,No,Yes,49
Startup_4004,2022,India,EdTech,Series C,164,1508,378,10.4,Yes,Yes,97
Startup_4005,2019,Brazil,FinTech,Series B,33,3623,353,33.62,Yes,Yes,91
Startup_4006,2017,India,FinTech,Series B,15,655,555,33.47,Yes,Yes,74
Startup_4007,2013,China,Gaming,Series A,489,3385,140,8.52,No,Yes,13
Startup_4008,2013,Brazil,EdTech,IPO,53,2091,575,20.36,No,No,90
Startup_4009,2003,Germany,Energy,Series A,146,4027,845,39.78,Yes,No,23
Startup_4010,2003,Canada,E-commerce,Seed,345,4090,366,39.35,Yes,No,4
Startup_4011,2014,China,Logistics,Seed,430,4531,583,17.81,Yes,No,12
Startup_4012,2013,UK,E-commerce,Series B,84,2682,594,27.76,No,Yes,70
Startup_4013,2011,India,Logistics,Seed,388,3032,515,12.56,Yes,Yes,32
Startup_4014,2000,China,EdTech,Series B,468,212,817,49,Yes,Yes,29
Startup_4015,2020,India,EdTech,IPO,202,5,235,45.3,No,No,28
Startup_4016,2016,Japan,Healthcare,Series A,269,1145,531,48.25,Yes,No,30
Startup_4017,2004,Japan,Energy,Series A,145,685,621,24.43,No,No,50
Startup_4018,2000,Germany,FinTech,Series C,172,3185,523,17.09,No,No,55
Startup_4019,2004,Brazil,Gaming,Series C,150,3163,810,43.67,Yes,Yes,29
Startup_4020,2008,India,EdTech,IPO,450,3161,131,46.9,No,No,82
Startup_4021,2006,France,Energy,Series C,124,2520,187,39.86,Yes,Yes,87
Startup_4022,2006,China,EdTech,Seed,123,1853,790,14.49,Yes,No,13
Startup_4023,2015,China,EdTech,Series B,87,4440,149,10.22,Yes,Yes,65
Startup_4024,2000,UK,Healthcare,Seed,451,1569,82,28.96,No,Yes,25
Startup_4025,2003,India,FoodTech,IPO,258,1240,369,1.07,Yes,No,10
Startup_4026,2019,Germany,AI,Series C,442,3790,876,14.21,No,Yes,8
Startup_4027,2000,India,Logistics,IPO,488,1786,989,40.45,No,No,51
Startup_4028,2009,Australia,AI,IPO,148,4370,284,35.01,No,No,79
Startup_4029,2007,USA,Logistics,Seed,85,3522,277,47.52,Yes,Yes,54
Startup_4030,2000,Germany,Healthcare,Series B,267,2293,987,3.54,No,No,65
Startup_4031,2000,USA,Healthcare,IPO,171,3651,981,42.34,Yes,Yes,10
Startup_4032,2005,Germany,Healthcare,Series A,303,658,428,35.22,No,No,84
Startup_4033,2017,Australia,FoodTech,Series A,261,278,789,14.29,Yes,Yes,3
Startup_4034,2000,Japan,Tech,Seed,107,4839,193,14.06,Yes,Yes,99
Startup_4035,2011,Germany,AI,Seed,450,2283,153,25.98,Yes,No,83
Startup_4036,2004,USA,AI,Seed,132,2908,955,9.71,Yes,Yes,34
Startup_4037,2000,France,Tech,IPO,440,1916,533,10.04,Yes,No,78
Startup_4038,2001,Canada,FoodTech,Series B,91,761,230,39.56,No,No,58
Startup_4039,2013,USA,FoodTech,Series B,249,423,731,16.18,Yes,No,40
Startup_4040,2022,UK,Tech,Series B,388,1462,820,49.11,Yes,No,1
Startup_4041,2002,China,Tech,Series A,473,1200,968,47.98,Yes,Yes,33
Startup_4042,2010,Australia,Tech,Series C,59,352,137,32.21,Yes,Yes,48
Startup_4043,2016,India,Logistics,Seed,257,3635,561,25.22,Yes,Yes,60
Startup_4044,2002,Canada,AI,IPO,3,4409,313,41.39,No,Yes,10
Startup_4045,2012,France,FinTech,IPO,463,4177,680,24.12,Yes,No,44
Startup_4046,2003,China,Energy,IPO,27,2341,46,36.91,No,No,9
Startup_4047,2013,China,FoodTech,Series C,330,84,829,22.88,Yes,No,16
Startup_4048,2006,India,Logistics,Seed,113,890,470,36.94,No,No,60
Startup_4049,2004,Australia,EdTech,IPO,271,266,388,46.81,No,Yes,87
Startup_4050,2017,Japan,Logistics,Series B,8,844,117,0.25,Yes,No,7
Startup_4051,2011,China,EdTech,Series B,7,541,405,35.63,Yes,No,4
Startup_4052,2013,USA,FoodTech,Seed,328,747,46,28.42,Yes,No,58
Startup_4053,2019,Japan,FinTech,Seed,162,927,602,38.84,No,Yes,69
Startup_4054,2007,Brazil,AI,Series B,304,1019,318,38.24,Yes,No,41
Startup_4055,2021,Germany,Tech,Series B,485,2935,666,42.12,Yes,No,63
Startup_4056,2004,China,Gaming,Seed,410,1551,981,35.06,Yes,Yes,94
Startup_4057,2006,UK,EdTech,Series A,368,414,104,20.47,Yes,Yes,4
Startup_4058,2011,Germany,Energy,Series B,322,3675,54,3.22,No,No,21
Startup_4059,2005,UK,Gaming,Series C,399,13,292,35.46,No,Yes,71
Startup_4060,2021,Australia,E-commerce,Series B,278,1304,881,15.71,Yes,Yes,87
Startup_4061,2014,USA,Logistics,Series C,335,1119,608,27.9,No,Yes,67
Startup_4062,2011,Japan,EdTech,IPO,49,716,598,8.37,Yes,No,17
Startup_4063,2014,India,AI,Series A,9,4397,916,47.04,No,No,49
Startup_4064,2001,Germany,FoodTech,Seed,254,4607,883,25.73,No,No,72
Startup_4065,2000,India,Gaming,Series C,375,4597,396,23.75,No,No,65
Startup_4066,2000,India,FoodTech,IPO,438,4439,180,13.58,No,No,52
Startup_4067,2005,India,Energy,Series B,22,2922,559,33.62,Yes,Yes,13
Startup_4068,2013,Japan,Logistics,IPO,322,3982,51,34.51,Yes,Yes,95
Startup_4069,2010,USA,AI,Series A,200,2338,494,22.05,Yes,Yes,8
Startup_4070,2020,Germany,AI,Series A,361,3420,885,49.97,Yes,Yes,16
Startup_4071,2013,Germany,Gaming,Series A,29,3694,673,0.89,Yes,Yes,31
Startup_4072,2004,India,Logistics,Seed,287,2564,215,41.35,No,Yes,3
Startup_4073,2014,France,Tech,Series A,42,3657,159,22.24,Yes,Yes,52
Startup_4074,2016,France,Tech,IPO,308,40,837,18.68,Yes,Yes,11
Startup_4075,2022,Australia,AI,Seed,150,420,628,14.41,No,Yes,80
Startup_4076,2004,Australia,Energy,Seed,55,4893,35,15.71,No,No,38
Startup_4077,2011,France,Logistics,Series A,206,3578,886,22.72,Yes,Yes,44
Startup_4078,2008,UK,Energy,Series C,358,3120,611,14.27,No,No,60
Startup_4079,2007,UK,AI,Series A,261,3553,8,14.81,No,No,13
Startup_4080,2009,Germany,EdTech,Seed,146,3167,601,24.05,No,No,18
Startup_4081,2018,Japan,FinTech,Series B,236,4487,983,4.58,Yes,Yes,50
Startup_4082,2006,India,Tech,IPO,347,1592,645,3.31,No,Yes,8
Startup_4083,2011,France,Tech,IPO,150,3490,454,48.5,No,No,96
Startup_4084,2006,India,Healthcare,IPO,76,1462,720,38.86,Yes,Yes,20
Startup_4085,2011,France,Logistics,IPO,197,304,58,20.67,No,Yes,11
Startup_4086,2005,Japan,Logistics,Series B,486,2024,544,32.21,No,No,36
Startup_4087,2004,India,Tech,Seed,121,5,330,3.86,Yes,No,59
Startup_4088,2000,Germany,Tech,Series B,263,116,718,20.92,Yes,Yes,34
Startup_4089,2009,India,Tech,Series A,132,2756,166,6.62,Yes,Yes,18
Startup_4090,2014,USA,EdTech,Series B,70,1979,98,2.55,No,No,41
Startup_4091,2011,Germany,EdTech,Seed,373,232,445,10.08,No,Yes,81
Startup_4092,2005,India,Logistics,Seed,496,3090,999,10.44,No,No,33
Startup_4093,2009,USA,Gaming,IPO,460,2667,757,19.54,Yes,Yes,36
Startup_4094,2021,India,FinTech,Series A,474,3932,809,31.03,Yes,No,16
Startup_4095,2004,Canada,Healthcare,IPO,117,2236,397,12.39,Yes,Yes,48
Startup_4096,2003,Brazil,AI,Series C,179,4114,710,40.94,Yes,No,24
Startup_4097,2017,Germany,FoodTech,Series B,480,2574,714,18.28,No,Yes,43
Startup_4098,2021,France,Energy,Seed,406,2932,332,43.62,No,No,15
Startup_4099,2005,Australia,Tech,IPO,449,1700,796,10.42,No,No,39
Startup_4100,2007,China,Healthcare,IPO,289,417,350,20.5,Yes,Yes,65
Startup_4101,2015,USA,AI,Series A,298,1796,635,19.96,Yes,No,28
Startup_4102,2002,India,EdTech,Series C,245,1668,348,15.84,No,Yes,65
Startup_4103,2013,Australia,Energy,Series C,176,4086,271,22.03,No,No,14
Startup_4104,2008,India,AI,Series B,434,49,300,44.67,Yes,Yes,39
Startup_4105,2000,Germany,Logistics,IPO,134,1061,67,14.75,No,No,60
Startup_4106,2009,France,FoodTech,IPO,149,2512,397,11.29,No,Yes,59
Startup_4107,2013,Canada,Healthcare,Series A,25,2850,410,2.96,No,No,57
Startup_4108,2012,Canada,Logistics,Seed,214,202,193,5.34,No,Yes,4
Startup_4109,2005,Germany,EdTech,Seed,12,3696,937,11.16,No,No,18
Startup_4110,2020,India,Healthcare,Series A,176,107,183,15.43,No,No,56
Startup_4111,2016,China,AI,IPO,445,3005,93,2.14,Yes,Yes,96
Startup_4112,2009,Canada,Gaming,Series A,283,3436,364,28.9,No,No,59
Startup_4113,2002,Australia,FoodTech,Seed,240,4596,690,26.74,No,Yes,79
Startup_4114,2011,Canada,AI,Series B,288,98,943,35.02,Yes,No,35
Startup_4115,2000,Brazil,AI,Series A,254,2644,905,31.96,Yes,Yes,57
Startup_4116,2006,Germany,EdTech,Series B,75,4468,871,23.83,No,Yes,1
Startup_4117,2004,Australia,FinTech,Seed,385,4112,57,7.31,Yes,No,36
Startup_4118,2007,Australia,Tech,Series A,288,1096,259,42.49,No,Yes,49
Startup_4119,2005,Australia,Logistics,Seed,92,589,66,1.46,Yes,Yes,34
Startup_4120,2011,Japan,FinTech,Series B,157,4616,633,36.37,No,No,37
Startup_4121,2015,France,Tech,IPO,101,4542,757,0.16,No,Yes,94
Startup_4122,2002,Japan,FoodTech,Series A,109,1129,909,18.12,Yes,No,52
Startup_4123,2020,Canada,EdTech,Series A,182,4813,517,40.28,No,Yes,40
Startup_4124,2005,USA,Gaming,IPO,54,3713,923,41.79,No,Yes,36
Startup_4125,2016,Japan,FoodTech,Series B,279,2830,248,43.69,Yes,No,75
Startup_4126,2014,Brazil,AI,Series A,490,3458,538,32.85,No,No,69
Startup_4127,2003,UK,Healthcare,Seed,66,3873,684,44.12,Yes,Yes,90
Startup_4128,2000,Canada,Healthcare,Series B,251,2875,933,1.15,No,No,38
Startup_4129,2009,India,FoodTech,IPO,157,3858,708,30.65,Yes,No,64
Startup_4130,2012,USA,Energy,Seed,223,2502,503,24.48,Yes,Yes,32
Startup_4131,2004,India,Tech,Series B,258,4333,625,44.64,No,No,48
Startup_4132,2001,Japan,FoodTech,Seed,132,2861,281,36.72,No,Yes,14
Startup_4133,2007,India,EdTech,Series B,75,3103,355,20.98,No,No,59
Startup_4134,2001,Australia,FinTech,Series C,305,1047,402,20.01,No,Yes,65
Startup_4135,2016,Brazil,Tech,Seed,53,1904,69,5.34,Yes,No,88
Startup_4136,2000,USA,EdTech,Series B,445,2611,242,21.62,No,Yes,74
Startup_4137,2009,UK,E-commerce,Series A,93,2534,860,26.32,Yes,No,65
Startup_4138,2021,Australia,FoodTech,Series B,38,4821,511,21.85,Yes,Yes,44
Startup_4139,2019,Germany,E-commerce,Series B,69,4327,916,15.69,No,Yes,81
Startup_4140,2007,Germany,Gaming,Seed,270,963,385,31.61,Yes,No,30
Startup_4141,2019,UK,EdTech,IPO,103,3373,308,6.48,No,Yes,71
Startup_4142,2011,Australia,Logistics,Seed,177,2680,907,22.77,No,Yes,86
Startup_4143,2004,Canada,FinTech,Series A,57,926,421,41.42,No,No,20
Startup_4144,2018,Canada,AI,IPO,194,4173,222,48.78,Yes,No,25
Startup_4145,2013,China,Healthcare,Series B,21,4955,807,6.29,Yes,No,27
Startup_4146,2001,Canada,Gaming,Series C,12,4013,556,15.49,No,No,21
Startup_4147,2005,UK,Gaming,Seed,379,1799,615,5.03,No,No,40
Startup_4148,2012,China,Energy,Series C,198,4264,323,37.21,No,No,50
Startup_4149,2003,Germany,Energy,Series C,222,3943,212,12.15,Yes,Yes,70
Startup_4150,2020,China,Healthcare,IPO,61,2293,755,8.45,Yes,Yes,22
Startup_4151,2001,Australia,Gaming,Series C,207,3934,441,15.23,Yes,Yes,57
Startup_4152,2021,France,AI,Series A,273,1406,76,46.67,No,No,71
Startup_4153,2004,Brazil,Logistics,Series B,330,1607,214,22.85,Yes,Yes,75
Startup_4154,2011,Brazil,Logistics,IPO,355,4094,972,25.38,Yes,No,74
Startup_4155,2008,China,Tech,Series C,35,715,245,12.76,No,No,95
Startup_4156,2012,China,AI,Series C,263,2202,29,45.39,No,No,4
Startup_4157,2001,Japan,Energy,Series C,194,685,610,34.13,No,No,55
Startup_4158,2017,China,Healthcare,Seed,1,4973,477,45.02,No,Yes,29
Startup_4159,2002,UK,FinTech,IPO,87,2447,379,39.8,Yes,Yes,97
Startup_4160,2001,UK,EdTech,IPO,470,71,465,34.03,No,No,39
Startup_4161,2013,UK,FoodTech,Series B,66,3065,550,3.72,Yes,Yes,39
Startup_4162,2005,USA,Energy,IPO,471,677,469,14.22,No,Yes,49
Startup_4163,2000,Japan,Energy,Series A,248,1412,422,2.56,Yes,Yes,66
Startup_4164,2020,USA,Energy,Seed,146,1366,208,16.75,Yes,No,68
Startup_4165,2020,UK,Gaming,Seed,236,2799,183,17.55,No,No,17
Startup_4166,2006,Canada,Gaming,Seed,485,3484,173,7.87,Yes,Yes,52
Startup_4167,2003,UK,AI,Series B,81,922,311,7.62,No,No,45
Startup_4168,2006,UK,EdTech,Seed,160,3701,901,32.81,No,No,28
Startup_4169,2015,Germany,FoodTech,IPO,67,2817,542,36.09,No,No,95
Startup_4170,2019,Brazil,Energy,Series B,340,1864,850,43.85,No,No,64
Startup_4171,2020,India,FinTech,Seed,43,2462,403,12.8,Yes,Yes,88
Startup_4172,2018,Germany,FinTech,Series C,19,800,960,29.92,Yes,No,91
Startup_4173,2013,Japan,AI,Seed,466,483,959,2.28,Yes,No,91
Startup_4174,2011,Japan,EdTech,IPO,192,3825,20,49.41,No,No,41
Startup_4175,2008,Japan,Gaming,Series C,18,2834,391,25.79,No,No,43
Startup_4176,2004,UK,Tech,Series A,471,3748,882,29.17,Yes,No,96
Startup_4177,2015,France,Logistics,Seed,108,3295,975,13.84,Yes,No,2
Startup_4178,2005,Brazil,EdTech,Series B,323,1391,607,21.96,No,Yes,25
Startup_4179,2004,Canada,EdTech,Series A,120,4075,633,9,Yes,No,73
Startup_4180,2010,Australia,FoodTech,Series B,153,1082,934,6.68,Yes,No,94
Startup_4181,2006,Australia,Logistics,IPO,16,1956,83,33.82,Yes,Yes,35
Startup_4182,2013,China,EdTech,Seed,376,2225,596,36.5,No,No,59
Startup_4183,2010,China,Energy,Series C,329,3463,466,36.68,Yes,Yes,91
Startup_4184,2012,Germany,Gaming,Seed,472,4128,710,7.87,Yes,Yes,63
Startup_4185,2020,UK,Tech,Series B,235,2066,130,11.74,Yes,Yes,79
Startup_4186,2017,UK,FinTech,IPO,163,3625,443,24.44,No,No,95
Startup_4187,2008,Brazil,EdTech,Series A,485,2787,43,23.42,Yes,No,45
Startup_4188,2001,France,E-commerce,Series C,333,325,687,37.58,Yes,No,6
Startup_4189,2011,China,Gaming,Series A,58,2030,54,38.97,No,Yes,44
Startup_4190,2006,France,Tech,Series C,440,866,376,29.78,No,No,68
Startup_4191,2015,Australia,Tech,Series A,420,268,801,18.39,No,Yes,82
Startup_4192,2004,Brazil,Logistics,Series A,379,849,864,0.82,Yes,Yes,30
Startup_4193,2003,Canada,Tech,Series A,146,2511,608,39.93,Yes,Yes,52
Startup_4194,2017,Australia,Energy,Series B,149,3879,488,36.11,Yes,No,50
Startup_4195,2006,India,E-commerce,IPO,102,690,56,47.98,No,Yes,55
Startup_4196,2007,France,Tech,IPO,475,2111,526,41.27,Yes,No,34
Startup_4197,2006,France,FoodTech,Series B,216,4956,216,47.38,No,No,74
Startup_4198,2006,France,Tech,Series A,311,1030,695,42.67,No,No,92
Startup_4199,2004,Japan,Energy,Seed,249,3571,273,45.69,No,Yes,13
Startup_4200,2022,USA,FoodTech,Series C,345,1585,825,2.47,No,Yes,87
Startup_4201,2017,France,Logistics,Seed,56,661,419,26.23,Yes,No,88
Startup_4202,2003,UK,Energy,IPO,444,3630,937,15.84,No,No,53
Startup_4203,2022,Germany,Gaming,IPO,2,2052,704,44.56,No,Yes,19
Startup_4204,2018,India,Energy,Series C,275,890,561,6.54,No,No,49
Startup_4205,2018,Australia,E-commerce,Series C,107,1838,677,26.83,Yes,No,32
Startup_4206,2002,Canada,FinTech,Series A,369,4095,741,17.41,Yes,No,5
Startup_4207,2009,Japan,Logistics,Series A,58,2189,396,49.98,No,No,66
Startup_4208,2005,India,FoodTech,IPO,44,371,10,25.53,Yes,Yes,63
Startup_4209,2011,Australia,FoodTech,Series B,203,2079,980,38.48,Yes,Yes,13
Startup_4210,2013,USA,Gaming,IPO,104,3753,892,2.13,Yes,Yes,1
Startup_4211,2016,UK,E-commerce,IPO,309,4399,313,10.96,No,Yes,60
Startup_4212,2004,Brazil,AI,Series B,148,1435,333,31.08,Yes,Yes,19
Startup_4213,2010,Germany,Healthcare,Series B,97,3601,813,16.78,No,Yes,96
Startup_4214,2021,France,Tech,Series A,52,3333,469,47.43,No,No,79
Startup_4215,2001,China,FoodTech,IPO,174,1293,296,36.95,No,No,59
Startup_4216,2011,Australia,E-commerce,Series A,44,3615,76,8.79,Yes,Yes,14
Startup_4217,2020,Canada,FinTech,Seed,336,1095,844,35.48,Yes,Yes,52
Startup_4218,2005,Australia,Logistics,IPO,452,4539,727,33.69,Yes,No,10
Startup_4219,2019,Brazil,Energy,IPO,304,1280,327,4.08,No,Yes,76
Startup_4220,2014,Japan,FinTech,Seed,231,2072,606,11.73,Yes,Yes,89
Startup_4221,2022,Japan,Logistics,Seed,25,2845,811,29.29,No,Yes,32
Startup_4222,2003,Brazil,Logistics,Series B,391,4042,660,1.87,No,No,56
Startup_4223,2009,Japan,FinTech,IPO,147,2443,954,44.48,No,No,22
Startup_4224,2000,USA,FinTech,Series C,252,1044,548,26.97,Yes,No,78
Startup_4225,2007,France,E-commerce,Series B,295,1350,628,22.33,Yes,No,22
Startup_4226,2010,UK,Gaming,Series C,468,4580,396,4.28,No,Yes,93
Startup_4227,2020,Brazil,Healthcare,Series C,302,1826,343,9.34,No,Yes,47
Startup_4228,2004,Japan,Energy,Series B,472,1443,326,18.55,No,Yes,97
Startup_4229,2008,Australia,EdTech,Series A,62,2737,971,29.89,No,No,69
Startup_4230,2011,China,Energy,Seed,311,907,719,49.22,Yes,Yes,12
Startup_4231,2017,UK,E-commerce,Seed,355,988,780,18.52,Yes,Yes,59
Startup_4232,2013,Canada,FoodTech,Seed,397,181,191,29.42,Yes,No,98
Startup_4233,2012,France,E-commerce,Series A,190,3128,422,49.22,No,No,31
Startup_4234,2001,Japan,Tech,Series A,186,2997,433,9.95,No,Yes,75
Startup_4235,2013,Brazil,E-commerce,Seed,216,850,569,37.68,No,No,28
Startup_4236,2009,Japan,AI,Series A,7,1615,793,45.11,Yes,No,74
Startup_4237,2010,Brazil,Energy,Series C,458,4494,661,34,No,No,24
Startup_4238,2018,USA,FinTech,Seed,437,1374,325,1.8,Yes,No,35
Startup_4239,2019,Australia,Energy,Series A,76,3600,30,36.81,No,No,2
Startup_4240,2015,France,Healthcare,Seed,449,2874,4,3.63,Yes,Yes,4
Startup_4241,2005,India,Logistics,Seed,214,3454,189,25.52,Yes,Yes,52
Startup_4242,2011,USA,FoodTech,Seed,353,1714,228,6.69,Yes,Yes,27
Startup_4243,2020,Canada,Energy,IPO,108,2724,927,36.9,No,Yes,18
Startup_4244,2009,France,AI,Seed,82,1220,780,33.39,No,No,5
Startup_4245,2012,Brazil,Energy,Seed,263,3233,405,39.99,Yes,No,76
Startup_4246,2021,India,AI,IPO,94,264,532,45.81,No,No,62
Startup_4247,2000,India,Logistics,Seed,173,4791,464,21.03,Yes,No,4
Startup_4248,2013,Brazil,FinTech,Series A,425,762,850,49.83,Yes,No,71
Startup_4249,2004,Germany,EdTech,IPO,214,4334,590,17.46,No,Yes,98
Startup_4250,2006,China,Energy,Series C,473,1025,905,37.18,No,Yes,56
Startup_4251,2019,France,E-commerce,IPO,36,348,309,1.02,No,No,70
Startup_4252,2017,USA,Gaming,Series A,314,4336,23,33.08,No,No,38
Startup_4253,2022,Canada,FinTech,IPO,135,4703,332,45.56,No,No,56
Startup_4254,2008,Australia,FoodTech,Series A,78,1315,878,21.65,Yes,No,32
Startup_4255,2010,Japan,Healthcare,IPO,153,1707,464,48.78,No,No,2
Startup_4256,2003,Canada,FoodTech,Series A,225,2732,978,13.67,No,No,76
Startup_4257,2015,Japan,Energy,Series B,442,2847,477,35.77,Yes,Yes,57
Startup_4258,2003,Canada,Logistics,IPO,352,2168,285,0.56,Yes,No,90
Startup_4259,2013,Brazil,Logistics,IPO,451,2692,704,28.47,No,No,70
Startup_4260,2022,Germany,Energy,IPO,409,4383,747,13.87,Yes,Yes,49
Startup_4261,2011,Japan,Tech,Seed,478,2868,345,3.72,No,No,27
Startup_4262,2016,Germany,FoodTech,IPO,226,3358,786,19.35,No,No,68
Startup_4263,2004,Germany,FinTech,Series B,403,2627,125,44.21,Yes,Yes,14
Startup_4264,2003,USA,AI,Series A,156,4574,456,19.29,Yes,Yes,34
Startup_4265,2007,UK,E-commerce,Series A,166,4127,25,25.23,No,Yes,59
Startup_4266,2002,Japan,Energy,Series A,275,4809,958,38.07,Yes,Yes,98
Startup_4267,2019,Canada,E-commerce,Series C,60,539,237,40.27,No,No,68
Startup_4268,2003,Japan,Gaming,Series C,4,15,630,43.49,Yes,No,98
Startup_4269,2004,USA,AI,Seed,261,3549,806,27.74,No,Yes,57
Startup_4270,2003,UK,FoodTech,Series A,242,4847,782,36.44,Yes,No,56
Startup_4271,2002,China,Logistics,Seed,37,916,105,35.97,Yes,Yes,50
Startup_4272,2006,Germany,Healthcare,Series A,439,3565,393,39.15,No,Yes,66
Startup_4273,2018,Canada,AI,Seed,185,1460,652,26.76,No,No,15
Startup_4274,2015,China,FoodTech,Series B,68,4236,500,19.43,No,No,49
Startup_4275,2021,France,Energy,Series C,448,4856,525,40.91,Yes,Yes,37
Startup_4276,2013,Germany,FoodTech,Series A,218,4971,832,26.21,Yes,No,90
Startup_4277,2011,UK,FoodTech,Seed,292,1302,184,14.85,No,No,59
Startup_4278,2007,China,Healthcare,IPO,121,3378,51,26.18,Yes,No,81
Startup_4279,2020,Canada,Energy,Series B,294,3726,499,20.54,No,No,82
Startup_4280,2017,China,Energy,Series B,16,95,895,19.59,No,Yes,42
Startup_4281,2002,Japan,Logistics,Series A,418,622,364,48.04,Yes,Yes,66
Startup_4282,2022,India,AI,Series C,277,83,105,45.65,Yes,Yes,59
Startup_4283,2017,Japan,FinTech,Series B,35,308,115,4.54,No,Yes,77
Startup_4284,2001,USA,Tech,Series A,364,1940,291,14.78,No,Yes,61
Startup_4285,2011,Germany,FoodTech,Series B,356,4079,413,40.14,No,No,67
Startup_4286,2004,Australia,Energy,Series B,301,997,321,41.85,Yes,No,6
Startup_4287,2021,China,FinTech,Series C,317,4486,831,30.71,No,Yes,87
Startup_4288,2014,India,Energy,Series A,22,4023,406,4.43,No,No,14
Startup_4289,2019,Canada,AI,Series B,251,3137,710,47.64,Yes,Yes,26
Startup_4290,2010,Canada,Logistics,IPO,444,2088,820,26.85,Yes,No,96
Startup_4291,2011,Germany,E-commerce,Series C,219,2829,633,3.66,No,Yes,37
Startup_4292,2020,France,Healthcare,Series B,83,2545,792,20.39,No,Yes,45
Startup_4293,2010,Brazil,FoodTech,Series A,93,3543,794,44.22,Yes,Yes,15
Startup_4294,2008,Japan,EdTech,Series A,302,3715,601,47.62,No,Yes,72
Startup_4295,2005,Germany,Gaming,IPO,149,457,359,18.58,No,Yes,68
Startup_4296,2020,Australia,E-commerce,Series B,163,4259,997,17.54,Yes,No,32
Startup_4297,2019,Germany,Logistics,IPO,149,1445,763,2.47,No,No,69
Startup_4298,2005,USA,EdTech,Series C,268,3586,685,9.55,Yes,No,61
Startup_4299,2009,Brazil,E-commerce,Series B,479,1237,488,16.28,Yes,Yes,55
Startup_4300,2001,Canada,AI,Series B,221,4462,950,21.63,No,Yes,45
Startup_4301,2010,China,E-commerce,Seed,193,497,441,27.97,No,Yes,78
Startup_4302,2004,India,Logistics,Series B,191,2125,255,1.34,No,No,38
Startup_4303,2005,Australia,FoodTech,Seed,318,164,580,39.75,Yes,No,79
Startup_4304,2001,Germany,E-commerce,Series C,359,824,563,21.81,No,No,29
Startup_4305,2007,Germany,Logistics,Series C,195,446,196,25.87,No,No,88
Startup_4306,2013,Germany,Gaming,Seed,372,611,38,32.49,Yes,No,51
Startup_4307,2012,UK,Gaming,IPO,114,3992,913,35.25,Yes,Yes,43
Startup_4308,2019,Canada,Healthcare,Series A,282,383,661,31.43,Yes,No,69
Startup_4309,2000,Brazil,Logistics,IPO,479,684,790,29.14,Yes,Yes,6
Startup_4310,2018,Brazil,Healthcare,Series A,128,4526,294,15.55,No,No,97
Startup_4311,2010,Japan,EdTech,Series C,138,4748,986,38.86,No,No,34
Startup_4312,2008,UK,Healthcare,Series B,342,1195,350,44.08,Yes,No,14
Startup_4313,2016,USA,AI,Seed,337,2857,855,30.37,No,No,57
Startup_4314,2016,Canada,AI,Series A,300,2069,722,3.8,Yes,Yes,44
Startup_4315,2000,China,Logistics,Series C,238,1720,599,44.84,No,No,41
Startup_4316,2002,Canada,FoodTech,Seed,27,1712,416,4.59,No,Yes,38
Startup_4317,2000,USA,AI,IPO,412,2410,644,6.45,Yes,No,4
Startup_4318,2002,Germany,Tech,IPO,494,3354,762,11.2,No,Yes,79
Startup_4319,2002,Brazil,Gaming,Series A,477,4005,475,5.59,No,No,68
Startup_4320,2020,UK,Energy,Series A,300,975,789,30.86,Yes,No,86
Startup_4321,2006,France,Tech,IPO,284,4554,144,25.47,Yes,Yes,4
Startup_4322,2008,France,AI,Series A,275,4064,788,26.86,Yes,Yes,12
Startup_4323,2009,UK,Logistics,Series A,269,3957,670,23.81,No,No,36
Startup_4324,2020,France,FinTech,IPO,356,4470,663,34.41,No,Yes,17
Startup_4325,2005,China,Gaming,Series B,294,1454,698,1.17,No,No,71
Startup_4326,2019,Australia,AI,Series A,158,4066,532,12.44,Yes,No,51
Startup_4327,2016,China,Tech,Seed,190,4891,899,41.23,No,No,63
Startup_4328,2006,Australia,FoodTech,Series B,328,3898,268,38.73,No,No,5
Startup_4329,2015,USA,Tech,Seed,206,4882,473,44.27,No,No,91
Startup_4330,2022,Brazil,FinTech,Seed,138,2454,231,41.86,No,No,36
Startup_4331,2013,Japan,Logistics,Series B,165,2655,487,43.09,No,Yes,52
Startup_4332,2022,Germany,EdTech,IPO,46,2390,219,21.63,Yes,Yes,52
Startup_4333,2018,India,Energy,IPO,70,959,391,41.32,Yes,Yes,33
Startup_4334,2019,USA,Logistics,Seed,288,3298,145,43,Yes,No,21
Startup_4335,2009,France,Gaming,Seed,159,382,781,9.58,Yes,Yes,85
Startup_4336,2021,Canada,Tech,Series C,405,882,380,11.91,No,Yes,74
Startup_4337,2021,USA,EdTech,Series A,404,4679,983,22.3,No,Yes,2
Startup_4338,2021,China,Healthcare,Series A,230,6,318,40.66,Yes,Yes,75
Startup_4339,2019,Canada,FinTech,IPO,494,4303,595,17.94,Yes,No,3
